customer_id,product_name,product_category,price,quantity,total_price,purchase_date,shipping_address,payment_method,status
963,Sweet Potatoes (organic),Food - Vegetables,906.03,90,81542.7,4/20/2020,7498 Valley Edge Avenue,credit card,pending
964,Inflatable Party Cooler,Outdoor,775.44,50,38772.0,8/1/2021,9691 Buell Point,credit card,pending
965,Vegetable Stock,Food - Cooking Essentials,72.22,19,1372.18,12/9/2020,51 Anthes Street,cash on delivery,processing
966,Vegan Tacos,Food - Frozen Foods,423.18,90,38086.2,4/5/2021,764 Loeprich Street,cash on delivery,processing
967,Smart LED Desk Lamp,Office,752.11,4,3008.44,11/28/2020,12697 Ilene Plaza,credit card,delivered
968,Energy Bites,Food - Snacks,748.87,9,6739.83,1/5/2022,107 Dawn Circle,credit card,processing
969,Vegan Mayonnaise,Food - Condiments,156.2,34,5310.8,8/26/2021,286 Bayside Drive,PayPal,shipped
970,Ricotta Cheese,Food - Dairy,703.24,51,35865.24,2/19/2020,0 Southridge Park,cash on delivery,processing
971,Heated Throw Blanket,Home,28.14,11,309.54,4/30/2021,77671 Everett Circle,credit card,shipped
972,Diced Tomatoes (canned),Food - Canned Goods,627.82,68,42691.76,11/17/2022,53540 Jackson Street,PayPal,shipped
973,Organic Black Rice,Food - Grains,771.78,35,27012.3,10/20/2021,6 7th Pass,cash on delivery,delivered
974,Electric Pressure Cooker,Kitchen,650.81,79,51413.99,11/13/2020,1549 Bartelt Plaza,PayPal,shipped
975,Sweet Corn,Food - Canned Goods,603.34,79,47663.86,5/12/2020,72 Old Gate Drive,cash on delivery,shipped
976,Sriracha Honey Glaze,Food - Sauces,269.02,14,3766.28,12/7/2021,65412 Farragut Place,PayPal,shipped
977,Travel Eye Mask with Ear Plugs,Travel,513.77,2,1027.54,1/13/2022,66742 Oak Plaza,PayPal,delivered
978,Oven-Baked Cheese Crisps,Food - Snacks,306.92,32,9821.44,9/30/2021,1995 Butternut Point,credit card,delivered
979,Instant Pot,Kitchen,820.36,16,13125.76,8/6/2022,8235 Emmet Terrace,credit card,pending
980,Vegan Chickpea Salad,Food - Prepared Foods,738.78,95,70184.1,10/4/2021,4388 Dunning Road,credit card,processing
981,Sporty Leggings,Clothing - Activewear,420.96,37,15575.52,10/30/2021,9531 Graedel Alley,PayPal,processing
982,Multi-Tool,Outdoor,485.76,73,35460.48,3/28/2020,8022 Nova Circle,cash on delivery,processing
983,Quinoa and Kale Salad Kit,Food - Salads,357.9,93,33284.7,9/24/2022,3848 Fair Oaks Drive,cash on delivery,delivered
984,Sliced Bell Peppers,Food - Fresh Produce,841.94,83,69881.02,3/18/2020,235 Donald Parkway,credit card,delivered
985,Dill Pickle Chips,Food - Condiments,883.16,89,78601.24,6/5/2021,45751 Crescent Oaks Junction,PayPal,pending
986,Pet Tracking Collar,Pets,922.55,59,54430.45,4/20/2022,1970 Birchwood Street,cash on delivery,pending
987,Laptop Sleeve,Accessories,702.27,53,37220.31,1/8/2021,58119 Hanson Junction,cash on delivery,processing
988,Compact Electric Kettle,Kitchen,451.95,38,17174.1,7/8/2021,15 Nevada Road,PayPal,delivered
989,Garlic and Herb Cream Cheese,Food - Dairy,31.5,25,787.5,12/20/2020,78 Oxford Plaza,PayPal,shipped
990,Heavy-Duty Utility Tote,Accessories,122.15,38,4641.7,8/20/2020,165 Debra Terrace,cash on delivery,shipped
991,Smartphone Camera Lens Kit,Photography,989.99,91,90089.09,10/29/2020,2255 Ohio Alley,cash on delivery,pending
992,Chicken Broth,Food - Canned Goods,628.97,93,58494.21,12/27/2021,9 Cody Circle,PayPal,pending
993,Vegetarian Sausage Links,Food - Meat Substitutes,194.94,95,18519.3,8/6/2020,900 Grover Lane,credit card,shipped
994,Whole Grain Hamburger Buns,Food - Bakery,797.89,9,7181.01,12/28/2020,065 Prairieview Drive,cash on delivery,delivered
995,Pesto Pasta Sauce,Food - Sauces,300.98,7,2106.86,4/13/2020,2 Ilene Street,cash on delivery,shipped
996,Couscous Mix,Food - Grains,744.06,29,21577.74,5/6/2022,75 Roth Center,cash on delivery,pending
997,Sliced Olives,Food - Condiments,479.85,94,45105.9,1/8/2022,89 Ronald Regan Circle,PayPal,pending
998,Ground Turkey,Food - Meat,138.39,8,1107.12,11/12/2021,5952 Weeping Birch Center,credit card,delivered
999,Paprika,Food - Spices,903.64,50,45182.0,9/15/2020,0776 Esker Crossing,credit card,processing
1000,Bicycle Repair Kit,Outdoor,488.23,80,39058.4,1/16/2021,80 Sauthoff Crossing,credit card,shipped
